wormbase_ID,WT,nekl-2(fd90),nekl-3(gk506)
WBGene00016451,8,8,3
WBGene00016452,171,177,177
WBGene00016453,36,57,65
WBGene00016454,259,276,303
WBGene00016455,0,1,0
WBGene00016456,237,783,878
WBGene00016457,5,8,11
WBGene00016458,291,561,648
WBGene00016459,0,0,0
WBGene00016460,17,10,24
WBGene00016461,0,1,1
WBGene00016462,0,1,0
WBGene00016463,148,197,170
WBGene00016464,5,3,9
WBGene00016465,2,9,13
WBGene00016466,1,3,2
WBGene00016467,8,9,7
WBGene00016468,36,21,30
WBGene00016469,1300,1250,1236
WBGene00016470,1,1,1
WBGene00016471,2,14,15
WBGene00016472,1,0,0
WBGene00016473,0,0,0
WBGene00016474,2,5,1
WBGene00016475,5,4,1
WBGene00016476,1,0,2
WBGene00016477,5,9,8
WBGene00016478,1,0,1
WBGene00016479,0,0,0
WBGene00016480,2,2,1
WBGene00016481,1,0,2
WBGene00016483,3,2,0
WBGene00016484,0,0,0
WBGene00016485,3,1,3
WBGene00016486,5,1,7
WBGene00016487,2,4,6
WBGene00016488,15,22,23
WBGene00016489,1137,1372,1541
WBGene00016490,269,347,386
WBGene00016491,1,0,1
WBGene00016492,34,23,29
WBGene00016493,25122,20039,21184
WBGene00016494,209,252,287
WBGene00016495,223,293,339
WBGene00016496,5824,6829,7656
WBGene00016497,1,0,0
WBGene00016499,55,315,393
WBGene00016500,534,1224,1651
WBGene00016501,68,195,146
WBGene00016502,8,2,5
WBGene00016503,25,30,26
WBGene00016504,45,203,182
WBGene00016505,208,1995,2559
WBGene00016506,129,394,575
WBGene00016507,257,541,683
WBGene00016508,760,504,500
WBGene00016509,5026,7031,8681
WBGene00016511,709,728,838
WBGene00016512,2,2,7
WBGene00016513,76,335,443
WBGene00016514,24,35,30
WBGene00016516,0,0,0
WBGene00016517,47,104,70
WBGene00016518,22,30,11
WBGene00016519,7,7,3
WBGene00016520,42,79,66
WBGene00016521,0,16,8
WBGene00016522,20,71,64
WBGene00016523,1,1,0
WBGene00016524,234,228,254
WBGene00016525,1,0,0
WBGene00016526,0,0,0
WBGene00016527,6,6,2
WBGene00016528,0,0,0
WBGene00016529,0,0,0
WBGene00016530,204,245,243
WBGene00016531,97,98,98
WBGene00016532,24,15,21
WBGene00016533,96,95,87
WBGene00016534,37,29,26
WBGene00016535,114,188,283
WBGene00016537,0,0,0
WBGene00016538,36,37,40
WBGene00016539,545,742,841
WBGene00016540,185,253,322
WBGene00016541,0,1,1
WBGene00016542,481,400,403
WBGene00016543,0,1,1
WBGene00016544,33,44,35
WBGene00016545,9,1,0
WBGene00016546,9,6,11
WBGene00016547,11,20,3
WBGene00016548,0,0,0
WBGene00016549,9,0,0
WBGene00016550,1,0,0
WBGene00016551,1,1,0
WBGene00016553,13,26,14
WBGene00016554,0,0,0
WBGene00016555,144,135,142
WBGene00016556,6,16,5
WBGene00016557,0,0,0
WBGene00016558,73,107,94
WBGene00016559,36,65,35
WBGene00016561,136,524,693
WBGene00016562,1036,1448,1794
WBGene00016564,150,88,129
WBGene00016565,58,165,214
WBGene00016566,156,955,1285
WBGene00016567,62,72,102
WBGene00016568,29,34,27
WBGene00016570,100,128,160
WBGene00016571,51,58,26
WBGene00016572,26,20,7
WBGene00016573,226,242,148
WBGene00016574,262,277,178
WBGene00016575,168,224,174
WBGene00016576,315,334,217
WBGene00016577,177,1017,302
WBGene00016578,0,0,0
WBGene00016579,13,41,29
WBGene00016580,37,59,82
WBGene00016581,0,0,2
WBGene00016582,902,728,833
WBGene00016583,1239,1002,914
WBGene00016585,93,106,116
WBGene00016586,47,54,56
WBGene00016587,3,0,0
WBGene00016588,397,331,453
WBGene00016589,618,902,976
WBGene00016590,7,11,6
WBGene00016591,107,127,128
WBGene00016592,133,151,192
WBGene00016594,1932,6052,5825
WBGene00016595,68,43,42
WBGene00016596,10,131,95
WBGene00016597,0,0,0
WBGene00016598,83,2,4
WBGene00016599,150,231,210
WBGene00016600,5,8,9
WBGene00016601,1164,1027,1204
WBGene00016602,238,336,378
WBGene00016603,649,857,1029
WBGene00016605,17,17,24
WBGene00016606,529,586,772
WBGene00016607,572,175,150
WBGene00016608,928,810,888
WBGene00016609,112,119,104
WBGene00016610,993,1334,1514
WBGene00016611,1225,1336,1510
WBGene00016612,0,1,1
WBGene00016613,19,63,49
WBGene00016614,284,380,343
WBGene00016616,305,267,289
WBGene00016617,219,254,278
WBGene00016619,55,52,82
WBGene00016620,190,167,205
WBGene00016621,103,128,191
WBGene00016622,316,386,424
WBGene00016623,163,142,194
WBGene00016624,483,455,454
WBGene00016625,47,27,42
WBGene00016626,124,101,88
WBGene00016627,2,1,3
WBGene00016628,44,837,1367
WBGene00016629,207,367,335
WBGene00016630,5836,6873,7757
WBGene00016631,698,750,769
WBGene00016632,123,135,138
WBGene00016633,22,12,24
WBGene00016634,128,226,236
WBGene00016635,60,89,95
WBGene00016636,1,1,4
WBGene00016637,2,0,0
WBGene00016638,3,0,3
WBGene00016639,4,24,9
WBGene00016641,800,502,499
WBGene00016642,471,629,604
WBGene00016643,369,483,527
WBGene00016644,215,220,180
WBGene00016645,47,281,327
WBGene00016646,34,12,2
WBGene00016647,0,0,1
WBGene00016648,0,0,0
WBGene00016649,0,0,0
WBGene00016650,2208,2802,2908
WBGene00016652,154,116,137
WBGene00016653,2330,1283,1214
WBGene00016654,277,290,314
WBGene00016655,1824,1544,1665
WBGene00016657,365,307,322
WBGene00016658,0,1,5
WBGene00016659,277,1644,1329
WBGene00016660,1,4,2
WBGene00016661,306,361,428
WBGene00016662,0,7,0
WBGene00016663,126,159,153
WBGene00016664,265,147,93
WBGene00016665,8,9,15
WBGene00016666,8,49,54
WBGene00016667,21,103,47
WBGene00016668,0,0,0
WBGene00016669,24,76,17
WBGene00016670,17,206,77
WBGene00016671,174,262,377
WBGene00016673,0,0,1
WBGene00016674,95,62,76
WBGene00016675,0,0,0
WBGene00016676,338,301,411
WBGene00016677,300,522,604
WBGene00016678,76,130,125
WBGene00016679,8,6,8
WBGene00016680,0,0,2
WBGene00016681,0,0,0
WBGene00016682,64,75,57
WBGene00016683,1,13,26
WBGene00016684,148,264,391
WBGene00016685,0,0,9
WBGene00016686,1,21,29
WBGene00016687,1,2,0
WBGene00016688,1,5,0
WBGene00016689,0,0,0
WBGene00016690,0,0,0
WBGene00016691,0,0,0
WBGene00016692,0,0,0
WBGene00016693,0,3,7
WBGene00016694,0,0,0
WBGene00016695,0,0,0
WBGene00016696,3,7,8
WBGene00016697,5,24,40
WBGene00016698,1,6,0
WBGene00016699,6,9,4
WBGene00016700,5,2,3
WBGene00016701,12,18,21
WBGene00016702,93,99,71
WBGene00016703,27,27,26
WBGene00016704,661,876,724
WBGene00016705,264,307,284
WBGene00016706,271,319,323
WBGene00016707,1,0,0
WBGene00016708,0,0,0
WBGene00016709,0,0,0
WBGene00016710,210,361,388
WBGene00016711,6,13,9
WBGene00016712,0,1,0
WBGene00016713,0,0,0
WBGene00016714,111,122,93
WBGene00016716,1108,2574,3473
WBGene00016717,85,105,90
WBGene00016718,0,2,0
WBGene00016719,58,53,98
WBGene00016720,0,0,0
WBGene00016721,948,1069,1057
WBGene00016722,822,1114,1349
WBGene00016724,3,10,3
WBGene00016725,298,595,663
WBGene00016727,0,1,0
WBGene00016728,109,144,155
WBGene00016729,0,1,4
WBGene00016730,6,17,13
WBGene00016731,99,2,8
WBGene00016732,93,6,11
WBGene00016733,254,16,13
WBGene00016734,127,269,325
WBGene00016735,579,932,890
WBGene00016736,0,0,0
WBGene00016737,1,0,1
WBGene00016738,121,258,321
WBGene00016739,2594,4056,4754
WBGene00016740,147,110,127
WBGene00016741,262,394,411
WBGene00016742,0,1,1
WBGene00016743,0,1,3
WBGene00016744,24,26,38
WBGene00016745,9,16,19
WBGene00016746,1382,860,836
WBGene00016747,13,31,46
WBGene00016748,45,49,77
WBGene00016749,3969,3983,4334
WBGene00016750,394,318,397
WBGene00016751,334,379,392
WBGene00016752,0,0,0
WBGene00016753,0,0,0
WBGene00016754,103,94,98
WBGene00016755,10,16,9
WBGene00016756,54,73,70
WBGene00016757,136,124,93
WBGene00016758,129,151,107
WBGene00016759,160,180,139
WBGene00016760,218,306,280
WBGene00016761,16,33,32
WBGene00016762,49,82,85
WBGene00016763,100,227,221
WBGene00016764,41,58,81
WBGene00016765,1,2,1
WBGene00016766,50,102,136
WBGene00016767,8,7,4
WBGene00016768,178,277,346
WBGene00016769,708,1037,1184
WBGene00016770,0,0,0
WBGene00016772,3,3,2
WBGene00016773,0,0,0
WBGene00016775,0,0,0
WBGene00016776,3,0,0
WBGene00016777,0,0,0
WBGene00016778,0,0,0
WBGene00016779,0,0,0
WBGene00016781,2851,5167,5965
WBGene00016782,106,604,681
WBGene00016783,15,29,74
WBGene00016785,0,4,25
WBGene00016786,75,26,33
WBGene00016788,95,488,395
WBGene00016789,4,8,5
WBGene00016790,424,260,273
WBGene00016791,41,50,52
WBGene00016792,361,431,409
WBGene00016793,433,440,473
WBGene00016794,483,415,468
WBGene00016795,1,6,26
WBGene00016796,81,160,220
WBGene00016797,127,143,107
WBGene00016798,0,0,0
WBGene00016799,23,25,33
WBGene00016800,5,6,14
WBGene00016801,124,121,183
WBGene00016803,606,699,836
WBGene00016804,0,0,0
WBGene00016805,902,50,64
WBGene00016806,117,113,85
WBGene00016807,0,0,0
WBGene00016808,431,338,380
WBGene00016809,130,154,178
WBGene00016810,813,1464,1636
WBGene00016811,207,271,303
WBGene00016812,285,334,403
WBGene00016813,1,0,0
WBGene00016815,0,1,0
WBGene00016816,142,196,219
WBGene00016817,317,212,192
WBGene00016818,0,0,1
WBGene00016820,0,1,5
WBGene00016821,0,5,5
WBGene00016822,0,0,2
WBGene00016823,0,0,0
WBGene00016824,0,2,0
WBGene00016825,0,0,0
WBGene00016826,1,0,1
WBGene00016827,0,1,0
WBGene00016828,0,1,3
WBGene00016829,0,0,0
WBGene00016830,0,0,1
WBGene00016831,0,0,1
WBGene00016832,1,3,1
WBGene00016833,1,1,0
WBGene00016834,0,0,1
WBGene00016835,1,5,7
WBGene00016836,414,507,615
WBGene00016837,1405,1220,1329
WBGene00016838,287,469,404
WBGene00016839,2,3,3
WBGene00016840,70,203,202
WBGene00016841,134,115,147
WBGene00016842,53,54,67
WBGene00016843,0,0,1
WBGene00016844,624,330,315
WBGene00016845,618,5308,5029
WBGene00016846,73,96,96
WBGene00016847,4,5,4
WBGene00016848,202,293,342
WBGene00016849,71,156,202
WBGene00016850,0,0,0
WBGene00016851,0,0,0
WBGene00016852,2,16,2
WBGene00016853,0,1,0
WBGene00016854,2,1,0
WBGene00016855,5,9,9
WBGene00016856,0,1,2
WBGene00016857,0,0,2
WBGene00016858,1,1,5
WBGene00016859,0,0,0
WBGene00016860,218,351,399
WBGene00016861,2,0,0
WBGene00016862,390,1053,1496
WBGene00016863,19,278,262
WBGene00016864,0,1,0
WBGene00016865,149,169,243
WBGene00016866,99,376,676
WBGene00016867,1172,1171,1344
WBGene00016868,20,24,24
WBGene00016869,7,6,9
WBGene00016870,1,0,1
WBGene00016871,573,647,647
WBGene00016872,36,42,37
WBGene00016873,1,4,3
WBGene00016874,124,101,88
WBGene00016877,1166,738,403
WBGene00016879,833,966,1044
WBGene00016880,0,0,0
WBGene00016881,0,0,0
WBGene00016882,0,0,0
WBGene00016883,75,186,157
WBGene00016884,49,60,97
WBGene00016885,0,0,0
WBGene00016886,0,0,0
WBGene00016888,1287,1050,1118
WBGene00016889,1268,1989,2338
WBGene00016890,6,33,21
WBGene00016891,0,0,0
WBGene00016892,249,209,189
WBGene00016893,0,2,9
WBGene00016894,213,2274,2474
WBGene00016895,0,0,0
WBGene00016896,5,2,5
WBGene00016898,1180,1445,1363
WBGene00016899,0,5,0
WBGene00016900,78,73,73
WBGene00016901,0,0,0
WBGene00016902,505,654,697
WBGene00016903,96,142,198
WBGene00016904,0,0,0
WBGene00016905,162,211,255
WBGene00016906,856,691,657
WBGene00016907,1579,1513,1583
WBGene00016909,20,41,35
WBGene00016910,0,0,0
WBGene00016911,78,180,221
WBGene00016912,61,12,26
WBGene00016913,3121,3909,3782
WBGene00016914,42,265,308
WBGene00016915,1,3,2
WBGene00016916,100,184,244
WBGene00016917,9,10,12
WBGene00016918,1872,2565,2576
WBGene00016919,47,158,176
WBGene00016920,321,406,361
WBGene00016921,10,2,4
WBGene00016922,0,7,12
WBGene00016923,2,36,37
WBGene00016924,0,0,0
WBGene00016925,6,8,11
WBGene00016926,3,8,14
WBGene00016927,8,13,20
WBGene00016928,7,16,11
WBGene00016929,2,13,6
WBGene00016930,27,24,24
WBGene00016931,5,19,12
WBGene00016932,78,90,68
WBGene00016933,8,6,11
WBGene00016934,1418,1573,1636
WBGene00016935,118,155,115
WBGene00016937,325,228,192
WBGene00016938,13,22,22
WBGene00016939,79,123,135
WBGene00016940,0,2,0
WBGene00016941,1,0,1
WBGene00016942,302,180,158
WBGene00016943,33278,17888,16991
WBGene00016944,218,224,255
WBGene00016945,59,74,65
WBGene00016946,3,1,4
WBGene00016947,35,40,30
WBGene00016948,0,0,0
WBGene00016949,0,0,0
WBGene00016950,0,0,0
WBGene00016951,57,85,91
WBGene00016953,0,7,4
WBGene00016954,0,0,0
WBGene00016955,478,939,1153
WBGene00016956,0,6,3
WBGene00016957,634,692,796
WBGene00016958,142,250,231
WBGene00016959,0,0,0
WBGene00016960,153,165,182
WBGene00016961,1791,2907,3585
WBGene00016962,76,10,12
WBGene00016963,5,5,1
WBGene00016964,431,374,487
WBGene00016965,110,125,123
WBGene00016966,274,319,415
WBGene00016967,452,738,861
WBGene00016968,384,695,940
WBGene00016970,257,228,252
WBGene00016971,213,222,250
WBGene00016972,9,9,7
WBGene00016973,63,58,34
WBGene00016974,97,180,137
WBGene00016975,225,360,388
WBGene00016976,13,76,64
WBGene00016977,5671,6487,8019
WBGene00016978,168,174,182
WBGene00016979,155,150,128
WBGene00016980,12,9,3
WBGene00016981,2490,1785,2052
WBGene00016982,31,46,39
WBGene00016983,30,40,43
WBGene00016984,73,75,81
WBGene00016985,4,3,3
WBGene00016987,962,713,644
WBGene00016988,143,118,172
WBGene00016989,336,301,353
WBGene00016990,327,434,442
WBGene00016992,41,36,36
WBGene00016993,30,61,61
WBGene00016995,4442,5058,5237
WBGene00016996,377,544,541
WBGene00016997,1091,2519,3095
WBGene00016998,10,15,5
WBGene00016999,0,1,2
WBGene00017000,25,27,36
WBGene00017001,12,26,27
WBGene00017002,67,45,29
WBGene00017003,494,483,520
WBGene00017004,998,1266,1373
WBGene00017005,76,81,81
WBGene00017006,0,0,0
WBGene00017007,86,125,143
WBGene00017009,13,22,28
WBGene00017010,341,496,497
WBGene00017011,248,194,192
WBGene00017012,2030,2853,3125
WBGene00017013,75,212,255
WBGene00017014,9,8,3
WBGene00017015,12,20,18
WBGene00017016,1163,1490,1901
WBGene00017017,110,154,194
WBGene00017018,1313,15,12
WBGene00017019,1,0,0
WBGene00017020,9,14,21
WBGene00017021,0,0,0
WBGene00017022,15,7,16
WBGene00017023,415,566,618
WBGene00017024,3,13,15
WBGene00017025,302,480,513
WBGene00017026,5,0,0
WBGene00017027,214,253,190
WBGene00017028,1042,6173,5881
WBGene00017029,0,0,0
WBGene00017030,0,0,0
WBGene00017031,259,529,575
WBGene00017032,8,17,28
WBGene00017033,46,107,89
WBGene00017034,3,8,12
WBGene00017035,9,16,4
WBGene00017036,62,80,69
WBGene00017037,378,381,471
WBGene00017038,46,76,71
WBGene00017039,137,235,250
WBGene00017040,51,74,70
WBGene00017041,43,63,58
WBGene00017042,56,32,47
WBGene00017044,372,236,255
WBGene00017045,556,850,1195
WBGene00017046,398,428,438
WBGene00017048,95,240,304
WBGene00017050,0,0,2
WBGene00017051,7,13,30
WBGene00017052,68,3,14
WBGene00017053,282,337,375
WBGene00017054,69,125,188
WBGene00017055,0,0,0
WBGene00017056,0,0,0
WBGene00017057,0,0,0
WBGene00017058,0,0,0
WBGene00017059,2,0,0
WBGene00017060,79,164,147
WBGene00017061,3,9,3
WBGene00017062,862,809,1035
WBGene00017063,129,229,242
WBGene00017064,404,402,424
WBGene00017065,973,1195,1303
WBGene00017066,883,1064,1117
WBGene00017068,30,23,13
WBGene00017069,35,22,26
WBGene00017070,818,823,801
WBGene00017071,1033,1794,1980
WBGene00017072,0,10,7
WBGene00017073,29,24,23
WBGene00017074,122,163,190
WBGene00017075,8472,6103,6805
WBGene00017076,46,101,105
WBGene00017077,30,70,61
WBGene00017078,55,109,60
WBGene00017079,153,228,298
WBGene00017080,681,664,746
WBGene00017082,212,323,363
WBGene00017083,25,25,12
WBGene00017084,505,453,668
WBGene00017085,1731,1494,1393
WBGene00017087,126,134,187
WBGene00017088,986,1375,1337
WBGene00017089,151,110,161
WBGene00017090,0,0,0
WBGene00017091,15,23,29
WBGene00017092,10,48,54
WBGene00017093,15,24,18
WBGene00017094,0,0,0
WBGene00017095,0,4,0
WBGene00017096,0,1,0
WBGene00017097,0,2,4
WBGene00017098,1610,1089,1266
WBGene00017099,0,0,0
WBGene00017100,17,32,18
WBGene00017101,177,232,147
WBGene00017102,3,25,15
WBGene00017103,45,28,16
WBGene00017104,41,29,54
WBGene00017105,0,0,0
WBGene00017106,0,0,0
WBGene00017107,3,0,6
WBGene00017108,352,362,533
WBGene00017109,0,0,0
WBGene00017110,0,0,2
WBGene00017111,1,0,1
WBGene00017112,1,1,0
WBGene00017113,1,4,5
WBGene00017114,0,0,1
WBGene00017115,0,0,0
WBGene00017116,0,1,0
WBGene00017117,1,4,1
WBGene00017118,3,6,7
WBGene00017119,1695,1357,1462
WBGene00017120,24,21,13
WBGene00017121,11262,11604,13256
WBGene00017122,17,17,18
WBGene00017123,831,1077,1458
WBGene00017124,201,247,347
WBGene00017125,1705,2420,2972
WBGene00017126,440,1888,2271
WBGene00017127,113,2216,2700
WBGene00017128,348,3015,3793
WBGene00017129,32,43,41
WBGene00017130,0,0,0
WBGene00017131,32,55,51
WBGene00017132,546,384,375
WBGene00017133,51,311,444
WBGene00017134,5,9,18
WBGene00017135,2,30,38
WBGene00017136,15,22,24
WBGene00017137,365,464,517
WBGene00017138,1085,1326,1572
WBGene00017139,1,4,0
WBGene00017140,0,90,125
WBGene00017141,2,1,1
WBGene00017142,29,30,40
WBGene00017143,14,0,0
WBGene00017144,424,488,587
WBGene00017146,1,5,2
WBGene00017147,80,97,144
WBGene00017148,0,1,3
WBGene00017149,205,332,379
WBGene00017150,21,30,19
WBGene00017151,81,64,62
WBGene00017152,0,0,0
WBGene00017153,42,49,47
WBGene00017154,1036,1296,776
WBGene00017156,11,11,15
WBGene00017157,101,322,167
WBGene00017158,705,1294,1441
WBGene00017159,317,254,318
WBGene00017160,13,115,172
WBGene00017161,398,619,605
WBGene00017162,1093,882,951
WBGene00017163,2678,2616,2609
WBGene00017164,173,180,155
WBGene00017165,166,175,216
WBGene00017166,11937,17157,19714
WBGene00017168,2,1,0
WBGene00017169,416,364,447
WBGene00017170,1,5,4
WBGene00017172,0,0,0
WBGene00017173,0,1,2
WBGene00017174,34,32,50
WBGene00017175,0,0,0
WBGene00017176,25,35,37
WBGene00017177,1,0,0
WBGene00017178,209,222,208
WBGene00017179,0,0,0
WBGene00017180,71,112,152
WBGene00017181,0,1,0
WBGene00017182,0,0,0
WBGene00017183,0,0,0
WBGene00017184,888,1580,1575
WBGene00017185,0,0,0
WBGene00017186,0,0,0
WBGene00017188,0,0,0
WBGene00017189,0,0,0
WBGene00017190,13,15,10
WBGene00017191,0,0,0
WBGene00017192,0,0,0
WBGene00017193,172,218,225
WBGene00017194,44,41,18
WBGene00017195,607,1330,1378
WBGene00017197,22,57,54
WBGene00017198,50,91,77
WBGene00017199,22,22,12
WBGene00017200,0,4,1
WBGene00017201,569,684,535
WBGene00017202,0,0,0
WBGene00017203,0,0,0
WBGene00017204,0,0,0
WBGene00017205,4,2,1
WBGene00017207,0,0,0
WBGene00017208,0,0,0
WBGene00017209,0,0,0
WBGene00017210,743,499,596
WBGene00017211,3,0,1
WBGene00017212,5,0,0
WBGene00017213,0,0,0
WBGene00017214,5,6,3
WBGene00017215,0,0,0
WBGene00017216,7,41,11
WBGene00017217,2505,2256,2194
WBGene00017218,3,2,0
WBGene00017219,25,34,49
WBGene00017220,437,1180,1667
WBGene00017221,0,0,0
WBGene00017222,0,0,0
WBGene00017223,0,0,0
WBGene00017224,0,0,1
WBGene00017225,66,12,14
WBGene00017226,18,37,45
WBGene00017227,0,0,0
WBGene00017228,6,2,8
WBGene00017229,0,1,0
WBGene00017230,0,0,0
WBGene00017231,4,3,9
WBGene00017232,0,0,0
WBGene00017233,4,243,266
WBGene00017235,38,35,44
WBGene00017236,6,4,6
WBGene00017237,357,328,425
WBGene00017238,620,502,448
WBGene00017239,10,17,15
WBGene00017240,251,273,315
WBGene00017241,941,947,1005
WBGene00017243,45,9,5
WBGene00017244,1831,2850,3137
WBGene00017245,2693,2176,2249
WBGene00017246,66,273,376
WBGene00017247,482,1218,1396
WBGene00017248,0,1,0
WBGene00017249,0,0,0
WBGene00017250,106,215,216
WBGene00017251,0,0,0
WBGene00017252,2,0,0
WBGene00017253,0,0,0
WBGene00017254,0,1,4
WBGene00017255,29,43,54
WBGene00017257,80,68,96
WBGene00017258,0,1,13
WBGene00017259,0,3,0
WBGene00017260,30,30,37
WBGene00017261,514,627,644
WBGene00017262,214,749,507
WBGene00017263,4,2,1
WBGene00017264,3,3,3
WBGene00017265,42,22,36
WBGene00017266,33,25,27
WBGene00017267,0,1,0
WBGene00017268,741,806,1042
WBGene00017269,54,64,78
WBGene00017270,0,0,0
WBGene00017271,1,0,4
WBGene00017272,519,490,652
WBGene00017273,354,318,414
WBGene00017274,694,959,1108
WBGene00017275,377,409,513
WBGene00017277,2,24,19
WBGene00017278,3,5,8
WBGene00017279,5,7,10
WBGene00017280,634,463,489
WBGene00017281,0,0,0
WBGene00017282,524,585,506
WBGene00017283,1466,1450,1562
WBGene00017284,860,925,1015
WBGene00017285,573,665,765
WBGene00017286,399,290,341
WBGene00017287,26,0,0
WBGene00017288,96,100,102
WBGene00017289,373,363,378
WBGene00017290,25,44,39
WBGene00017291,37,89,83
WBGene00017292,143,180,252
WBGene00017293,236,269,371
WBGene00017294,1,1,2
WBGene00017295,4,5,4
WBGene00017296,21,4,2
WBGene00017297,116,165,229
WBGene00017298,977,1455,1665
WBGene00017299,84,143,149
WBGene00017300,2679,1584,1512
WBGene00017301,6914,4255,4372
WBGene00017302,263,452,519
WBGene00017303,253,362,528
WBGene00017304,456,777,1015
WBGene00017305,1,3,0
WBGene00017306,21,82,88
WBGene00017307,1920,27,19
WBGene00017308,1,10,7
WBGene00017309,43,64,70
WBGene00017310,363,534,609
WBGene00017311,1268,1752,2063
WBGene00017312,234,438,503
WBGene00017313,513,480,570
WBGene00017314,315,483,483
WBGene00017315,7,40,27
WBGene00017316,221,297,340
WBGene00017317,3534,2894,3154
WBGene00017319,670,420,447
WBGene00017320,24,21,37
WBGene00017321,266,285,328
WBGene00017322,247,272,221
WBGene00017323,0,0,0
WBGene00017324,0,0,0
WBGene00017325,0,0,0
WBGene00017326,23,20,44
WBGene00017327,54,75,66
WBGene00017328,845,694,688
WBGene00017329,230,347,425
WBGene00017330,0,0,1
WBGene00017331,48,619,937
WBGene00017332,60,79,68
WBGene00017333,0,2,0
WBGene00017334,44,50,58
WBGene00017335,48,84,122
WBGene00017336,476,1455,2117
WBGene00017338,62,79,81
WBGene00017339,294,338,388
WBGene00017340,338,299,225
WBGene00017341,3,5,7
WBGene00017342,421,2726,2624
WBGene00017343,0,0,0
WBGene00017344,103,78,108
WBGene00017345,0,0,1
WBGene00017347,833,482,492
WBGene00017348,164,143,147
WBGene00017349,2640,3055,3069
WBGene00017350,222,330,374
WBGene00017351,10,0,3
WBGene00017352,16,27,50
WBGene00017353,67,68,89
WBGene00017354,2,7,6
WBGene00017355,213,273,258
WBGene00017356,267,122,112
WBGene00017357,50,54,78
WBGene00017358,35,58,37
WBGene00017359,7,5,6
WBGene00017360,77,44,57
WBGene00017361,16,37,58
WBGene00017362,247,445,434
WBGene00017363,25,40,36
WBGene00017364,100,405,330
WBGene00017365,0,0,0
WBGene00017366,12,19,6
WBGene00017367,12,77,98
WBGene00017369,994,1077,1048
WBGene00017370,0,3,0
WBGene00017371,0,1,1
WBGene00017372,1056,1096,1230
WBGene00017373,1201,1615,1807
WBGene00017374,1131,1637,1758
WBGene00017375,52,62,60
WBGene00017376,484,194,140
WBGene00017378,0,4,5
WBGene00017379,181,113,144
WBGene00017380,647,1100,1233
WBGene00017381,284,315,362
WBGene00017382,1,0,1
